key,value
0x1c4d6,ww_1080_core_common
0x1c4d6,core
0x1c4d6,core_rt
0x1c4d6,core_hd
0x1c4d6,core_audio
0x1c4d6,1080_core_common
0x1c4d6,techset_1080_core_common
0x1c4d6,1080_core_bootstrap
0x1c4d6,ww_1080_core_bootstrap
0x1c4d6,1080_core_ui
0x1c4d6,ww_1080_core_ui
